Time RV eRV Halpha NaD1 NaD2 BIS FWHM S-index C3AP2-1 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
52940.592725 19.9313130843233 0.575777786648614 0.927877737690805 0.984418430489681 0.711868151974593 11.774442 6.422859502 0.188120583613941 -0.74610995465948 -0.668690995348701 -1.6595637437197 2.7780037997725 -2.4233510730066 2.2126276300673 -2.4975151356005 -0.776538911913899 4.0948760520816 0.1897980712777 -3.1694871058114 3.3644800677279 -0.386857098137103 -4.1871143595738 5.0559593841358 -5.4050640367461
53263.740549 25.3291331749247 0.377323725715374 0.928693634449366 0.990797052440785 0.706894197400475 9.542643 6.418153338 0.170088196844662 -1.85367186855166 -4.4271438753638 -0.626349309393099 -2.3076379837767 -3.6096667153809 -0.5837487154852 0.0377525053363996 -0.832422563493502 -6.0378267372235 -0.00369974085619873 -4.1165884509118 -0.166256820586497 1.2081929696833 -1.0258841447129 -2.516082230851 4.5354725206579
53264.649433 25.6353489994939 0.35064676757298 0.926718631218977 0.987347930882542 0.710816151966069 9.532262 6.416220824 0.175606872197625 -0.694579988167394 -2.4716987984862 -2.4108631240243 -2.8585156268452 -1.2861242578676 -0.923112133640998 -2.2259345136828 0.7414154651036 -4.147657937745 -0.6538333006934 -1.4930062055664 -0.751097435406798 0.941050694085597 -2.8076944069425 -0.381626208403901 1.0358931261275
53265.769466 25.7821441273588 0.444028491569403 0.924290814864843 0.985647448165112 0.710425856505349 7.969334 6.414321546 0.172235440286295 -0.110178643723172 -0.133309460639801 -1.241055199853 -1.0140597053193 0.7429723935476 -1.341732829218 -1.9557548267498 3.3629045940474 -3.6787782293996 0.597728067437099 -0.333369010580498 0.9954583754505 -1.1157097828162 -2.0816014620725 0.967364055736201 3.6736048416593
53267.650442 25.6173112445903 0.434062057002791 0.925066236725554 0.98606396803348 0.710374467300103 7.429473 6.416978176 0.175765946458495 -0.530342750420735 -1.1116360716213 -0.113871505609399 0.416898370129502 -1.5132712667861 0.634890351464499 -0.584530247743299 0.311958830491601 0.00755469925610086 -2.1901258837733 0.510461909026802 -1.7852502148592 1.5637296041789 -0.6224436462693 -0.873906527353 2.6338702911664
53268.672893 23.7223139798861 0.372242011691047 0.924483004986325 0.984534142509206 0.712118382198788 11.040792 6.411640393 0.177025134031942 -0.153749657980656 -2.8146401335587 2.468114913174 1.5006879748611 -4.4713151269296 2.7780977680161 1.2560973090098 -0.719933218336699 0.307726699848399 -0.4565905420531 -4.1275186685316 1.7341239455898 1.5175536844544 1.3955240151118 -0.575137974315197 -2.0154478027988
53270.73765 25.5824862602021 0.408977740345646 0.927285636051955 0.98450430756034 0.709459099926369 8.770762 6.419193046 0.177759503793908 0.232580330542923 -1.3719512802689 0.730908005535301 -0.925390644297899 -1.5558414433009 0.8715704217026 0.342498833320001 -0.170142869939202 -1.2564977264173 -0.532521000916599 -1.7596228127211 0.582855763784497 1.2750375693915 -0.724342250897198 0.330949124380499 0.813216454819599
53271.681939 28.1074143196507 0.531869600079966 0.925460447558349 0.982899822637991 0.710731098155905 6.858657 6.427064929 0.179300406348157 -0.537917940185372 0.607182729883402 -0.908738049217 -4.3251224374978 1.0931220693436 1.0756336502551 -0.857520775063499 -1.4096732850028 -1.2816711148528 -0.239430021574901 0.4119635473043 -0.127685858535099 1.6409082806317 0.280980811760198 -5.992149302844 4.431777663386
53273.654145 29.0146572169424 0.462688453673228 0.923815629832917 0.981986608160183 0.710922952666643 11.563367 6.417187543 0.184665441558524 0.139764485789972 -1.0184385870312 1.3047538105213 -2.0290040425322 -1.4070002924162 1.9575273287646 -0.0755193024180016 0.763736849142003 5.2073309369053 -2.7276670977297 -1.6589636665635 1.9610884123078 0.501068276831802 0.997341514865798 -2.870493069675 3.4028949696092
55098.632777 -23.010684826569 0.450078528683957 0.92191480948741 0.984573861239313 0.710992915586895 8.421744 6.421906652 0.176337736043197 0.602977058824068 -2.2540255132158 0.120240486533003 2.7112916079024 -2.7102265270483 -0.522084792084101 1.1070949580584 -1.77865831108 0.579405459440899 0.960342943732101 -1.5265215172085 -2.0095787160491 0.160576644978303 1.2813555984285 -1.1459012692907 0.199183201328399
55104.620584 -14.1210839740952 0.490666246591578 0.924713208302956 0.984848823788891 0.712298484886719 4.263138 6.420922072 0.176479187619027 1.41678019600387 -1.2546412303533 0.884802336311699 0.7856675692857 -2.1796811438003 1.4430358872203 0.0842848013253992 0.196863803609601 4.1827500431956 -1.6185781169568 -2.9775702234751 2.3306437664584 1.65242195063 -1.33485928645 2.8187901867177 -6.0522415837624
55108.707689 -2.07267598691778 0.621197105498436 0.925636451343252 0.980920280837985 0.708550267766174 6.795932 6.42361079 0.180834430099347 0.873246861881643 1.58026078783943 -0.80088570948063 3.11772638235466 1.06149983612457 -0.4401604929989 0.18747890009252 -1.86423245614591 -0.85558325921448 0.49825824726372 3.85960123321751 -4.18142938740392 0.96169493998221 1.49420183626244 -2.42698063674466 -1.15395637305062
55111.72331 2.79636065521079 0.4595873585378 0.926305452423106 0.987747841799627 0.706315583246795 12.671052 6.428357633 0.181729893507745 0.367844209506392 -2.40209001071077 -0.67784292017532 -2.00246401228032 -0.64926404290852 -2.49202822110666 2.09004534319824 -3.68589263116028 2.37241254087775 -2.82166335267802 -0.57253933461493 2.08595600843759 -6.65972098476221 5.50731877515998 -5.61268515074305 2.53306575283062
55115.704157 1.95744589623271 0.779673065731808 0.924674739504903 0.982788048431717 0.70773171322591 14.121354 6.430619155 0.177204901658498 1.5869899845024 0.249554117059589 4.94243581092244 0.150271417002973 0.567355417214431 -0.695614188827664 5.2140755853575 0.16769466697323 -6.46001720882389 3.08962451280795 -0.16314709552301 0.00413401432520999 -1.25298694385883 6.39887189510185 -2.21989742382335 2.83644618671375
55121.693049 3.06600552270225 0.50027071435607 0.92364340418575 0.982845436771441 0.708574964061346 9.253705 6.432876404 0.178146934851119 1.83123623456076 0.49043547607096 -0.11771377163066 -2.50005007136732 0.15754676372808 1.86219884160221 -0.2266860873069 -1.94015424602207 4.96932984787804 -2.45273502628635 0.59449787414721 -0.38516865644088 2.32147485640682 -1.48835039669117 -1.0494732686848 2.44790542758112
55126.607251 4.91494745069744 0.515279733738081 0.922726784830202 0.983910908970727 0.711317814988589 6.952584 6.426092583 0.186275706853821 1.24550160888469 -1.2250420235816 0.60843654475023 1.79344863388953 -2.46939954070817 1.61925438933907 2.14153230412158 -5.72696623827208 1.22914006664058 1.42048385463017 -2.60190202997263 -0.64289053647612 3.23736734599074 1.17709677446408 -3.07036249495403 -4.75370475541905
55133.667792 2.89411415191628 0.506013284685538 0.922607776801384 0.982414707238623 0.710013450411553 9.041389 6.431152085 0.181774256008254 0.601094396423368 -0.89787560948417 0.51583815889209 -1.08386104163209 -0.37515687612549 -0.5163268422804 0.54485277026441 0.54493481876809 0.11256737638886 0.94563401812759 -0.17565009942752 -1.08123066112978 -1.39641559696907 -0.303470771699513 7.11831305685396 -7.67968608010458
55138.658951 1.17402349882358 0.459379136944964 0.927473746545843 0.983694183212339 0.711309641324343 8.688754 6.429667804 0.180227284735672 1.11647761857683 -0.12994201055602 -1.45839135930242 -2.9142752828499 1.42613956242548 -1.67022834859334 0.084991331852862 -1.68752430259733 -2.40995700314197 -0.36769600582668 2.23720958194546 -3.89852473493922 1.69964715408685 -0.44055000064835 0.26165317902866 -4.57374870759589
