Time RV eRV 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
56731.367394 20.067443084975 1.57390890580613 4.0413060374928 3.8470830126953 0.9628097619978 5.9793654806395 2.3911455268201 -2.2766595964323 0.4752741940734 -8.0645649326151 -7.15441992829172 13.9611347176081 -7.7542573518124 7.0130602292383 -5.7962775950258 10.4607812295207 -11.195766592875
56733.517404 11.0452125290808 1.55741218438998 -1.48991882482014 4.75513590503204 3.08110398290441 -7.3033460498514 7.2806210151736 3.2717869780988 -2.8440010579471 3.65044320081902 -3.83529899640383 -5.52176609767161 -0.05320575879397 10.5737000938798 2.902031999458 -5.4545637263944 -1.8524169113673
56740.492996 10.7826801899561 1.6458249307324 11.3010549808301 3.0371069014855 -21.5188878673116 15.2511767628775 3.26423700672468 0.5957967062369 -5.27136230976766 18.9589772380623 -28.2994011058794 22.5440054289612 -0.411623655174699 -0.518787250991501 2.3904861707456 -1.7752946429976 -4.88019859602852
56742.423926 7.79560546503629 1.46650132537425 -3.5243305728965 4.16503661595093 -0.69930794998783 -3.73270267385542 1.55960449592217 1.26110894594958 -0.92710424078791 0.0708537758565608 0.12212615727482 -1.81018508883268 -5.01923000102376 5.75211431110284 -2.15273451706512 7.90398366937776 -9.37623294695889
56752.445768 10.3137099897903 1.64672333535168 0.443080006292021 0.0598731755322 -5.51125905136778 5.98813989200598 -4.3968529427927 -1.38182018811973 2.23637181250353 9.19562096990967 -3.8620492579921 6.2449795561361 -2.333599991002 -3.98596055246067 2.44946473522997 -6.31346900411042 6.17715277186012
56757.467079 8.61048290760576 1.63244657245011 -0.746379339449049 1.37799080089691 8.02664934903745 -7.91179400154627 2.18900290807571 2.59626155295596 -3.7876539191407 -1.3577016183342 0.0689945486537997 -6.96438294587984 1.09076615726365 2.9761923321647 3.91899715062489 -5.59285726520038 -1.77482584206427
56730.398188 8.99498659169005 1.51010771756811 3.8092064340002 3.64994483418817 -3.15531505693902 5.20492736743406 2.22707173136206 0.918464545435869 -0.778678642066961 4.54813062585079 -13.3520645578105 7.73590563706734 -0.06823514209142 6.65324848805658 -1.9855402505473 1.2401428036646 -2.74839445167912
56777.451582 8.31607120589426 1.58199556432087 4.03210186783293 3.20976950125406 7.25723863843553 6.23622449069403 1.39089487393039 -1.67163540002432 1.98942026586128 -16.3455779836984 19.4925027117813 7.97119099061269 -10.8998311932381 7.1323260003991 -3.72122211924913 1.79869629509134 2.71575170106569
56793.357621 15.3357454900819 1.58045597690819 6.6138725634068 5.1938829946781 11.0957440588736 1.42409213959234 2.7580085857548 7.6906699323896 -3.8546640695733 -8.07295981961904 22.8766865840678 0.501577562717401 -6.57568746571463 5.12214979555343 7.74903676418 -5.0615779050171 2.7550422940258
56794.426476 18.4319646963276 1.64666498933602 6.1965398104264 3.2063727077777 22.4665391574557 11.4171066632838 -7.6225352694853 9.2096934250545 -5.7082638101079 32.9038595012305 13.3131554746991 12.4720945623485 -11.3941691178113 1.9256220389089 7.4430686594358 -1.6209803219603 -3.3007720100152
