Time RV eRV C3AP2-1 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
55954.663365 -35.3719103466533 0.631339173519132 0.548110199574502 -0.0813898768473962 1.4558776052515 -2.7191130118647 0.755722979912797 -0.641179590589196 0.199055037755095 3.5426906849814 4.2953333398345 -2.4791597753775 1.0221123609919 -0.817947698701502 0.548908641871101 1.6850469298687 -1.7406590998863 2.9464397406303
55954.665229 -37.317330283797 0.571065455849327 -1.0668188495784 -1.0668188495784 1.9029517594468 -2.76212604012341 1.2888093147831 -3.4738171406515 2.6115045212648 2.0852774237855 -16.7184015736985 2.0791955162552 0.0467515719589002 0.0749053086307043 -2.9836232599954 3.4331216843084 -0.263634711745105 2.5182871466665
55954.667405 -36.3667775040264 0.426960988819194 -0.379086976282601 -0.379086976282601 0.152417325661396 0.0283698336062983 -0.161518669102399 -0.422729154154197 -0.751798702521597 2.5652303881573 -2.4045971106784 0.767152090674195 0.197797980805404 -1.2032066620651 0.220000771531694 -0.425326731354296 -1.0686678725049 7.1042496901701
55954.669905 -37.7402930060629 0.432916810700488 1.2430199206811 1.2430199206811 1.3382375729631 -1.263057660587 1.4958730862306 0.00136535332899967 1.6528826057938 -0.730619114896101 -2.020167952946 2.23460654088669 -0.760265241168796 1.4929143425239 0.643279597703902 1.4089297271255 -3.6630604765004 4.6830449708946
55954.672474 -37.1325653242289 0.425180974495187 0.643542945141903 0.643542945141903 0.926490399000798 -2.7109962877481 0.632570952657197 1.045182657214 0.645552742338701 -0.480490927872097 -4.7156986714552 0.778826655672304 -0.304345153173401 1.8983713869484 -1.0256655156123 1.19188442306159 -1.0607518059464 1.7023605377533
55954.675009 -38.8002595734143 0.419365657682643 -0.2518472916409 -0.2518472916409 1.8681684351571 2.8686032665944 -1.9143021337273 2.043543750552 0.148302527078698 1.7431954715265 2.7935011161134 -0.00256686394270389 -1.1370646038801 -0.318434009766001 2.6110519065887 -0.0869442417409019 -0.653299544618797 3.5749013611296
55954.677462 -37.4804537761567 0.425640548521322 1.3970570813847 1.3970570813847 1.5610692811042 1.13723150827 -0.0828535876222958 2.3786050970514 1.0232601282378 -1.3597244816776 7.0798863734593 -1.2602220161262 -0.965674871685898 4.3634833817207 -1.5002166101337 2.0445416563243 -0.909786787944697 -2.2792179424882
55954.679939 -35.5728753979305 0.451279831411227 1.2830541248703 1.2830541248703 -0.752164885309803 0.128995740076697 1.15627714699171 0.192782941575295 -1.5925308458841 1.7115758325371 -0.472708907842403 -0.764184742837898 2.013252091111 -0.700009926026404 0.241317604894 -1.5752192449258 1.4201243284548 0.780099086675101
55954.682393 -37.6323050191176 0.445578755601094 2.7744261006961 2.7744261006961 -0.239250327141903 -1.57037080195141 2.1620844954565 1.7633263103368 -1.1453649511409 0.162002686224696 -5.2870175038565 0.7649499344354 0.621477671006303 2.0812490915782 2.2210067995296 -2.2997010628358 -0.837168282625001 1.8619469774767
55954.684824 -38.0094600091196 0.449157092934947 0.822289574330803 0.822289574330803 -0.00212653332480528 1.0474545979286 0.145322070817805 0.904510166959597 -0.3499533966733 -0.193912417039598 -0.3820198665371 0.385908553725798 -0.0778758071162002 0.455538266725604 1.3193599789421 -0.907154819109195 -2.5625381062178 6.15086047619999
55954.687381 -37.5840880353111 0.435147380056751 0.682923449704198 0.682923449704198 -0.0247017757228036 -1.3669848183455 0.0139736031423965 1.7652938898067 -1.0327803706996 0.414572220927901 8.163660077281 -3.3624350899175 0.208086619845503 1.9622281911828 -0.0125867488934048 0.0819200094267032 -2.8934248572801 3.8971985320286
55954.68987 -38.1838031684218 0.46086672541057 1.0061479463856 1.0061479463856 0.763214060833199 -2.6470189474862 0.933943853754705 1.14089649803839 0.121209524759003 0.237303110347497 -7.6284072118211 -1.6374236876355 1.136125822084 1.8361612837453 -0.610615024760897 0.944040450729396 -1.74694997643959 2.6272473635117
55954.692277 -37.6591416934583 0.459882239134312 2.7377920023424 2.7377920023424 -0.036531111093403 3.8726011848077 2.1167199763173 -0.2756836041615 0.827596500285701 -1.678319540885 4.7786279626768 1.2375752957621 2.2752596206473 -1.3885168145203 1.7018128558565 0.861316545442399 -4.74771378858 4.6557005031714
55954.694743 -37.8988742349181 0.475361671389965 1.6408666031715 1.6408666031715 2.1957878527429 3.9894763644685 0.157873594723995 1.3199679005225 1.6997318832986 -0.290258747593803 1.90497798354 -2.9173282282218 3.1091398539701 -1.6779725189627 2.0741405336253 1.1656747705516 -0.971773401226699 3.6631943209025
55954.697219 -36.9501826742354 0.528542035538353 0.00461739336819988 0.00461739336819988 1.7460739302649 1.10034666924849 0.383705819404803 -1.1400653007139 3.3825870888906 -2.5289087930858 -8.4773918071808 6.61703290608069 -2.49258700758499 1.8458752737697 -2.64116148935921 3.9249958613181 -5.2968041589155 8.3969346233466
