Time RV eRV BIS.proxy1 FWHM.proxy2 Sindex.proxy3 c3AP2.1.proxy4 c3AP3.2.proxy5 X3AP2.1.proxy6 X3AP3.2.proxy7 X6AP2.1.proxy8 X6AP3.2.proxy9 X6AP4.3.proxy10 X6AP5.4.proxy11 X6AP6.5.proxy12 X9AP2.1.proxy13 X9AP3.2.proxy14 X9AP4.3.proxy15 X9AP5.4.proxy16 X9AP6.5.proxy17 X9AP7.6.proxy18 X9AP8.7.proxy19 X9AP9.8.proxy20
55939.699477 15.3671643412311 2.21496189151426 -24.56179 7.035961404 0.285457959663193 1.73294319724394 1.39305742419528 -0.775885038773 1.8914925490042 25.2038586484326 -2.7389231251718 -4.7479299296472 9.105928501203 -10.0157683600316 12.0238327103398 8.8050706012395 -2.0609150511718 2.405934851014 -12.0201578476979 16.4550447331784 -9.7738599754317 -8.16239494227201
55939.76024 12.6973371571621 2.04089663156832 -11.53552 7.049226197 0.280548988028599 1.73294319724394 1.39305742419528 -2.2369519367157 -2.2749635355425 -4.6856164119898 -0.669046765425801 -1.4873761931208 -11.5842475595351 20.3316704656881 19.4093934966865 -9.1427654390739 6.1785498179025 -8.0777217312253 -1.68652864921979 -10.6802456966615 13.8547218388175 21.8351955142161
55940.574994 7.13082069643932 2.3856047912598 -22.33589 7.054555183 0.296150290430583 4.63278478270548 -2.54899798887111 3.70944740909224 -5.09006420250513 -15.0585854577285 3.44600482870499 5.2541555925063 -7.80812267530236 0.45987420808615 -11.0334073456016 -16.2382702468086 7.89981865194688 0.69989386777893 4.91904515363519 -2.1094317381014 -13.7392235172664 11.2346663386218
55940.689286 10.3484367668429 2.55683267604097 -7.90914 7.044843293 0.259871119837187 -1.52649609967314 -0.80596227438619 0.15328691741413 3.25861591806216 -10.9648337390902 4.60401140926161 -5.08241011411052 -8.35618939490396 28.526741236465 -6.1221683996323 -18.9238937709748 7.10119302681626 3.89698441360767 -8.00526105296861 -2.44049164725348 3.32922442386341 42.1745281173121
55940.794562 5.37894985186779 2.04430887631882 -22.09914 7.058451366 0.27362151262051 1.18232310413296 3.07432245826756 1.28703313726533 -3.86201516024953 -36.2281101193345 7.90359926891569 -1.29398494882616 0.0884231869171392 -6.76244715787852 -27.0029080842246 -20.4656876516264 13.3024015612774 -6.34943527213267 1.73672944439612 3.85562640374999 -18.0607714224422 25.5925891012195
55941.564895 7.42170566123673 2.33699622280672 -30.26957 7.040223485 0.256127771289817 1.28628312539032 -1.29497357729857 -5.71798011240828 5.84180678891818 3.19145343890507 0.1665392355905 -11.9728239815927 0.041578515935351 22.6283745401579 27.037322359178 -9.37593586902817 0.451688161423659 0.481380494272711 -12.0249199498652 -1.40872129487599 12.5459802409328 38.7601476229041
55941.668701 5.53367734685226 1.77929781066266 -16.51974 7.049631998 0.270429658010286 1.28628312539032 -1.29497357729857 0.84589044763805 4.38157916547912 3.06681214947067 0.96228453640291 -1.32728767000351 -1.13410826096064 12.3686522960812 2.14482946737717 1.18690334345017 5.16597104251073 -4.39794492594423 -5.91698473676441 4.72841964096283 -4.73589630001648 49.67954325387
55941.770239 1.90253485131377 1.92290079264428 -16.26333 7.051957543 0.265036885158293 1.28628312539032 -1.29497357729857 6.14799961726051 5.58930549302795 11.8939001578508 6.19846944206095 -4.0512313128491 8.87492838233189 -2.69586544447784 17.6541039562353 2.28529423662325 3.44229472530893 6.97775976331574 -10.4574611904517 15.1868993171505 -11.773667545013 13.3975910807946
55942.561392 11.9770405447996 2.48450448624636 -31.49722 7.042998142 0.303781919764327 0.79006473512321 -0.12089768863178 -3.8536092980406 2.3177705791071 22.0779045413475 -7.7303989080827 -0.4278177018811 3.4415793049818 -1.8341253329375 0.67148045708753 10.925465575018 -16.6998517324103 19.2906822970092 -12.2384519120592 9.89718798157242 -22.1003153653093 42.7692477166478
55942.676956 14.425009470358 1.60927191180723 -16.10133 7.046988366 0.286562925391034 1.15010813322099 -0.972102123260198 -6.8026362521321 3.7005290299032 -4.5512523086038 -3.9239588221164 -3.7317223504613 0.3259981788455 10.3141009907512 3.0516323498841 -7.9231563703399 -1.3093500361465 -2.2248319656079 -3.13477306765759 1.14813153895829 4.438781855126 16.3809276910112
55942.784119 13.2127229188452 2.34091154809715 -2.9011 7.047674274 0.282664842694377 0.497849003125134 -0.65097095969393 0.763372015703199 -1.004600100737 -4.4883153868877 6.8467427879432 -10.035330557827 4.71507558527604 -2.1568266770077 12.1162245908759 -15.9329616367649 11.0742364595705 -3.2379564820059 -8.71778378664936 7.59352632817336 -5.87952406692035 10.1803874576764
55943.560896 20.3238790415195 2.30162957809617 -22.3233 7.043543205 0.279189981849928 1.07247537182036 0.641932854785904 -10.4435006066693 -0.797994373686798 -2.9207913010755 -9.6367718834483 -0.637337566069199 -3.8103875929303 6.6017972813286 -1.7081302580855 2.0297509729683 -14.4918180596603 10.7966150426364 -11.0021525863001 -0.564260631474799 7.3931040611993 -6.8936221618677
55943.665697 22.3502401090567 1.93470355998573 -13.31552 7.04115715 0.272436226074881 1.07247537182036 0.641932854785904 3.5696259868594 -6.6599147286303 8.0932476329184 2.8993633326018 -1.4774117590772 -18.3609761745968 24.7022486025417 -26.8588360114311 -12.2280470510614 7.8287177879418 1.5115863715017 1.3596556071617 -20.6131123288299 13.9347408782486 22.5227815915166
55943.768669 18.4668122568371 1.72587811603416 -12.82271 7.044498215 0.266487658048269 1.07247537182036 0.641932854785904 -1.1208030801178 -7.4320845368198 -22.9108256751316 0.670213991653899 3.9934756573121 -16.3787048678397 13.9237693406609 -23.0332654978089 -13.1235347661094 1.2369652758256 4.898231040742 0.117289280796598 -20.7226534252092 15.122599025728 13.0687736674083
55944.566706 12.2254337799455 2.08048856446421 -17.01932 7.04340501 0.275227959825476 -0.310999720856432 -0.917976662359998 7.09194570057614 -5.98252473859652 -20.2611251602523 11.6952550981015 -2.135702302053 -8.84392909515876 7.69352869733166 33.2651600648118 -7.30814501161902 5.23344699061312 6.5538198708188 -3.7370353707052 -7.88970038738404 -7.87604369623505 40.6280997481345
55944.669111 15.0170667836131 2.08033394156738 -10.4459 7.032891539 0.280774429659942 -0.310999720856432 -0.917976662359998 -0.6711403277105 7.5171288757611 10.6260562409157 -3.9772147423264 2.7461350277273 3.5221161384219 5.4451667789155 -32.6020985170045 6.13579444051988 -4.0383683069664 10.2117065780319 -12.3103353778716 12.1473044536478 -5.1718562635246 18.6630985860281
55944.773703 13.4185342805455 1.8018055650696 -18.39869 7.036272872 0.283189473858153 -0.310999720856432 -0.917976662359998 -2.9500333928077 -6.7912855359199 -3.3619726158831 -0.813465275096199 -2.979341858636 -4.24240188728091 -2.29033035895983 25.5774727237117 -8.2582951694249 -2.9786260728797 7.5798595505941 -9.3358898914293 -1.01656624954761 -10.4631078913408 27.1473639717236
55945.560976 7.32231645324624 2.28089507136657 -27.75251 7.04904714 0.269758879065409 -2.13438096690958 0.63713170450841 -2.47389673950198 1.07018388583641 31.7931211954601 -2.4893568948487 -9.7406485801777 1.91129478125976 7.42341874982674 50.4769949740092 5.64023787383817 -0.3517637396811 -12.0393624611767 5.92576155838596 6.81711166887326 -23.3710291871496 50.5302068177919
55945.667362 12.0037864746542 2.05595125606318 -27.43857 7.043990172 0.272249008182515 -2.13438096690958 0.63713170450841 -9.3698634859081 -4.03256736704358 1.842889337327 -6.3413062422084 -6.39079448497574 -2.79105447319382 3.60604671732853 -16.4392306766538 5.0915864449199 -7.0296823784737 -5.69250908386265 0.812942814033871 -6.61711295307966 -1.0374803345105 26.7212452594928
55945.772081 18.1778358467186 2.1423135539635 -12.74793 7.037580609 0.266368941516837 -0.371811071174405 -0.430562292182017 0.7789332027318 -2.9795466726006 7.5233958053194 0.0323016628512001 -0.849343293767301 -7.3210750612303 9.5535119405748 13.5791363134315 -5.2252972844362 -2.6183414999096 13.5716958085237 -12.6402374791517 -6.75380883710767 8.13865898663897 14.692583399147
55946.557419 14.7274860218172 2.153448882042 -36.10056 7.039951019 0.258050134429682 0.710433705528861 -0.803584974375306 7.59952542324093 -1.9110227751471 -26.6181153550573 10.1617348847815 3.6698704723838 -4.7424007342113 2.1507320429535 -77.4275158951474 -4.46021506819907 9.37915257121645 1.5375441222699 6.1118221570943 -5.2063961178116 -9.25442641623002 26.1110023643499
55946.663111 16.8715209940645 1.71461717227583 -24.64443 7.039154407 0.271733921065263 0.710433705528861 -0.803584974375306 -3.4464775932498 2.0363363126356 8.4324249742904 -4.1579402343838 -1.547497761295 -0.585139954261798 6.6885523407744 -23.5362368306817 -4.0073190166444 1.4475435691498 -2.4162568034441 -1.9554842701445 -2.1685347245534 3.4759091424467 25.3908344309831
55946.768398 15.269487280493 2.01545716682847 -19.34645 7.051147958 0.260852568129863 0.710433705528861 -0.803584974375306 -12.0497977319009 1.9312077412035 16.4138681704925 -15.0530858678379 0.284073676264098 -4.89054953794071 13.6141102352617 -36.7416163416357 -2.2595146933903 -9.3204132767217 1.0060737719418 -2.8517608468986 -4.43443721330848 1.39275102994942 42.8784005277775
55947.545309 9.79148951279413 2.15692035689614 -15.25517 7.04329225 0.266633690977874 -1.14089394115056 0.21424158804002 -0.748726319599369 -1.52926936959639 4.06962899517225 0.4282526137074 -3.49552396164942 -5.07907735043285 10.2738078415633 -7.8348856765552 -6.14775647758174 3.85587722186064 -2.55731652400844 -1.05672800399678 -5.62117704519151 3.20637557136994 20.4567779016262
55947.661741 11.0341437457467 1.73602856702765 -25.89187 7.049167925 0.273865975968494 -1.14089394115056 0.21424158804002 -9.81975268847649 11.0678315650347 -20.8321837040523 -5.63508262896951 -0.7669999259081 12.2762146466587 -1.702678133422 -28.9926250224688 -8.4777786294176 -2.82373984103333 -4.49179606494422 1.65909150901678 14.7574412140413 -5.6044237143823 1.2272232561637
55947.762814 8.2087083023259 1.87263965928086 -21.821 7.058243333 0.258242292660025 0.352611398470581 1.77726744400982 5.25198056102424 -5.48752389303311 24.6182506277178 6.15099206824802 -9.1532089475394 -2.29026423370842 2.20955470802844 6.47946471063012 21.1970847473032 4.6131240628099 -5.0048397154608 -10.3197870644103 3.09489646638512 -4.1823640483376 14.4431168321959
55948.557062 1.42046337935757 2.09448876536478 -24.27726 7.053758809 0.27149289787301 0.0251686986094102 -1.91838918514493 0.89345325116744 -2.14094085781355 3.23718311294114 -0.19733764576165 1.0345156628975 -5.36041893751926 5.4314154433536 2.2983306662298 3.4488510700399 -0.10391350229994 -0.88332836338842 0.76416289360489 -8.15199826141946 9.42087051988813 -0.5189609674754
55948.663644 -5.03638323845774 1.58439995245317 -18.50994 7.062514371 0.271158508453028 0.0251686986094102 -1.91838918514493 7.8339106752515 -1.33477959594138 -6.30928929506219 11.3572984998392 -4.58712899111031 -1.17951894677008 4.10877121841937 12.4752528753057 -12.744112187751 12.739871073742 -2.04099468089412 1.74330800022511 -6.24549063987976 2.96941034971016 16.5338396276038
55948.767183 -6.69854009603808 1.7181571400142 -16.29656 7.062137497 0.259593706991886 0.495343871501169 -0.388036595786464 2.12646589514244 2.69485971118163 18.4096348471581 -2.42295315495373 2.67295777442747 0.39817053640418 2.06322243024565 1.4454213886024 6.49561664241623 -0.19257382062786 -0.93626149703115 1.65218710916572 0.85771589063041 0.95333766355796 2.92489056029672
