Time RV eRV BIS.proxy1 FWHM.proxy2 Sindex.proxy3 c3AP2-1.proxy4 c3AP3-2.proxy5 3AP2-1.proxy6 3AP3-2.proxy7 6AP2-1.proxy8 6AP3-2.proxy9 6AP4-3.proxy10 6AP5-4.proxy11 6AP6-5.proxy12 9AP2-1.proxy13 9AP3-2.proxy14 9AP4-3.proxy15 9AP5-4.proxy16 9AP6-5.proxy17 9AP7-6.proxy18 9AP8-7.proxy19 9AP9-8.proxy20
54527.543878 5.36317818963286 1.58019782806528 -10.76786 7.065462221 0.313290001884227 0.562610543486723 0.667926434058226 1.11036093262061 2.46873316786003 5.4773752292417 -1.39779259475491 2.46692321816661 -3.33664961451308 9.15616195435298 7.01493467798525 -4.40153790187959 4.43524168580306 -7.30924009222141 8.16623997765139 -4.42925638478537 2.82118612347208 12.8591975867852
54530.604318 13.2372756028425 1.61848487811467 -8.94913 7.063339731 0.292478889631635 1.72704613672264 0.0475837370248907 -6.130706724705 2.6421437059079 13.4065036595031 -10.1377087714853 1.95269036887056 4.8638966369122 -6.4391066820811 1.3773884345297 6.6470316076642 -9.2869081632234 -4.45444341400836 9.89635888890186 5.4996007980758 -12.2315374521857 -2.66326542398176
54550.503481 -6.78818454132595 2.22731953770212 -16.0835 7.072769733 0.347859250870011 0.00763028284796822 0.606837312559876 -6.11747964768299 3.04740625089384 -11.9350506357647 -3.37397416840544 -0.882955790566522 -4.2083469873443 15.7748727743307 6.12917158590455 -4.03186009088778 -10.2967506459689 10.3779953560536 -4.10685758389367 -2.33990392863667 3.45926034920532 13.3025847865557
54775.819119 -4.49383757467924 2.2413667778593 -2.19808 7.10634524 0.360134138970068 0.71719645126661 -0.800009336634685 0.681325191331871 4.14464235866206 -4.73467358289497 3.51099193020559 -3.75696507751551 1.36606636947958 9.23413205168918 -20.578226907494 -5.09703183012953 9.43929254538406 -11.7344028075249 6.05822509445341 0.32896628206753 7.37356969861291 -3.90246431188832
54776.75845 -5.22395563035185 2.8618840630736 -7.8479 7.118732927 0.341485626699224 0.152917894483701 -0.826519264969819 -2.84587847749584 1.30876410221854 26.0890341013608 -5.53145375301133 -3.83010077636829 6.87612497820515 -7.28595393373007 32.4799381423238 5.27710712915055 -11.9053801573656 17.1045888114766 -17.0717495008586 5.83739782799929 15.8388422079472 -46.1249758040543
54777.761675 1.80271126893704 2.06548712730738 0.999643 7.09913847 0.353829604210977 0.483688965153261 -1.61344554520861 1.40935976828742 -2.06290633659358 -11.7979764238877 5.99381484896565 -4.54309789685666 -0.568201294832078 1.51617974419771 -1.5486377421115 -30.0474553546866 16.6254272560437 -3.57025173546535 -3.82239521569589 -2.51756617959515 9.89792922622758 -10.6642987179165
54778.754586 13.0582603913135 1.7212082515309 -8.61586 7.100187786 0.347971493526814 0.260946808367158 -0.0647453989208824 -3.9471988085387 11.6825797274597 -10.0735404491998 0.9968899044339 -5.77441526120964 16.5783167314345 -3.8927437914971 -1.4228791851823 -1.9034092722016 -0.211951636473701 -3.34432982759565 -2.31972256274895 9.4686123159058 1.3890827097145 23.952131042714
54779.750679 7.1563324935565 2.25877840328172 -8.38546 7.112177214 0.328376249811493 0.792938252457894 -0.585944196797768 -13.0683751446948 4.48121988919057 7.77550723271532 -15.7350218566477 2.39532456739363 -2.6081957535548 11.9061632143211 -37.3301708945689 -5.5461261302049 -10.0562252508048 4.74552135889738 -6.04731071466554 -1.8641280674316 16.2251981525682 -7.20109232663297
54780.754792 2.96071353785374 2.66907690953555 -6.81439 7.099479941 0.349268772138404 -0.731766917552281 -0.815809627949184 -6.63452771427407 -7.56219479200398 18.8631408480379 -7.7516778819306 -4.48287495592372 -1.19482421469197 -8.3965165164405 11.2816756948492 0.7238744053715 -4.16108423810522 -2.3956784105951 -5.37153625140933 -5.32955879163806 3.80859121985229 -0.72940473715677
54789.829872 -2.38605057024438 1.64464266999054 -8.79235 7.110224606 0.338077884635726 -1.52515879839758 2.24533344592451 1.56012234518975 -5.71324203058311 15.6627938045488 1.62918697657388 -6.78644236390664 -3.44689261627766 2.38788561252035 5.91543955626613 2.03094011509748 1.72363580070593 2.00519696073868 -8.48097471994075 -2.99923089013781 5.77527760238644 -7.3022810632475
