Time RV eRV BIS FWHM S-index 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
54440.527746 298.408709064706 23.2669700990525 81277.54049 170.3893991 0.733855702544571 -955.308706756586 393.908848329826 -1153.87591611028 -776.641479273287 781.340345450533 255.382430078289 -514.458028873517 -2634.54057998035 -595.218186798082 -98.367217419693 167.571052305195 435.219450686483 -170.070434452262 118.943834437641 370.218021306266
54444.517955 681.70568493806 28.7821260877936 -219.84502 1.091367881 0.732533816894019 -608.453171149674 939.987786803329 -619.120850099484 -488.058212234861 300.667750697878 566.260392693342 437.616191829205 -2694.85171626019 699.542857672204 -746.50200520313 899.52473649976 -722.836881271782 247.247912481476 630.921496355862 1588.70895715198
54542.818513 -56.1858999150926 17.2681638298048 54.93049 36.15166739 0.247722896535323 56.995858834073 85.988569337448 -185.877043652484 92.95206546321 67.321227426254 168.355204316288 -200.940883040775 -104.277044535264 -56.213511874744 90.522216997309 -97.610968986117 240.092885873088 16.5595490682245 -241.58356023076 376.920784097093
54542.829093 -65.0221720388393 17.1611130740199 735.323186 35.87688514 0.248810700181682 42.561720467607 112.054057849209 -128.151718412172 18.615020874669 133.446213876568 203.415566623665 -269.009821657822 -22.690556573566 -102.244560474804 134.500788512405 -247.264162042606 396.213162666896 61.8632180373357 -325.730743328024 325.361546850499
54542.89073 -13.4273968824244 17.0438745369239 330.293927 35.96684109 0.248050490226453 29.725060577723 164.723503804211 -89.0904349155543 32.549263048172 57.8655710498552 290.469337017069 -270.515538773585 -5.035422864704 -86.490662339911 79.956057511889 -134.024643255472 255.839690621088 84.8492882881614 -191.66426444642 298.24015794698
54542.901946 -58.0839742775368 17.3625524380434 210.433358 35.92546683 0.249398252110672 -25.529487311955 132.101891920415 -327.812209662061 86.712351879701 30.296592320645 167.400602838729 -87.2376122159485 -27.4132695146337 -189.870397122276 139.362248458747 -202.071273910844 262.807250038904 77.5254733918155 -277.220799268362 450.535270127245
54546.808131 28.2179193961934 16.8591335895753 -37.18706 36.48753768 0.248277128825847 40.250244952347 279.42014409364 -213.302448783747 95.616032617017 52.443693278239 386.286713759153 -233.224661282193 -81.1117981400472 -92.193488902874 142.794357788839 -212.309499240122 323.560443772676 176.754454218892 -125.037653616159 159.212997699946
54546.818908 42.8689729481508 16.8499674328678 346.482571 36.51735401 0.248557486157967 8.70795213656098 307.153680720049 -211.897862938089 48.164580991675 80.472178404325 425.393728927649 -276.550664594559 -217.190084361821 -21.52055550536 86.582225640281 -188.552596775368 314.490698531305 187.88691135322 -143.308598504668 245.19868495119
54546.888369 108.752696081326 16.5659636592309 458.967278 36.55410321 0.248652193343498 8.561279152016 351.22580637001 -171.472108686699 39.516822049295 67.1564189731462 404.400743615306 -148.095519053786 -50.1299264068917 -37.500863382555 62.8867714708597 -201.189162798242 326.31229559099 163.064755467727 -94.315959724895 331.753427629976
54546.899146 80.7274624297239 16.5360904861916 161.027905 36.51833383 0.248531242247209 38.120731430345 297.811397564238 -309.77909670016 125.142629188247 65.2670854200704 403.260992848582 -241.796203769207 -217.547726849324 -127.774657073704 189.231546351393 -218.145989834718 349.160221878533 208.813621647323 -178.423137549717 187.137846341143
54942.758218 -16.8524088058936 17.0063512376148 -425.05472 35.5112879 0.241329398573327 68.788400533522 179.970650467285 -62.220911251668 62.315651981695 55.222748378143 313.119037220149 -288.911936257887 5.63829705896498 -17.644637913907 103.330686528835 -191.951387624538 293.381795067848 56.6803252440031 -125.012053539838 272.133953994599
54942.81953 -1.54683217967536 17.1257271060761 -803.07246 34.82738706 0.240791481444092 20.6253464762476 161.604208809842 -176.627540783831 41.827523308442 87.0042068851451 353.306219057047 -421.961110963331 -148.31902396084 -51.326764965483 112.657389218181 -179.966061541103 267.120103017494 125.299939369105 -177.44271555951 152.614727846868
54942.904526 -40.8178656711576 16.9079489827529 -728.5411 34.602908 0.240384047014124 51.604054832928 151.208296255205 -68.065680309813 30.069636653921 86.4415315685841 326.236022159087 -389.671560548866 32.896707772527 -33.095646913357 78.790966433588 -179.089166566884 295.66639200782 59.4574146481168 -68.4698591808741 27.6474640280515
54943.762835 -87.7607100961244 17.1205291604495 -539.5235 35.87909058 0.241649300603544 2.73368154679201 95.0513087633282 -47.805817381004 -43.737338410487 115.997509540111 216.792059970871 -316.848603365421 22.50162545037 -26.955786207029 7.729051350655 -127.692105290423 252.11422205053 114.742813269895 -300.241261426617 231.976403817464
54943.812342 -77.283940015162 16.9095669510034 -611.29231 36.05574312 0.241224723558618 31.978372769756 64.6959373289112 -201.03126154186 26.233118490996 152.329898275563 197.191314417841 -364.598407460066 -170.345767425248 -25.435225868254 88.211055251693 -176.992879924538 325.332437461518 5.50889388723949 -166.049016952236 84.7883992612492
54943.888412 -60.4886506096181 16.7918718542001 -598.99183 35.82738866 0.242413737099864 -15.233807953282 123.457892163231 -180.178428180985 7.95480091808798 86.17572594363 295.70887675633 -387.071194353846 11.3628028323626 -85.0073958387403 51.109942416689 -190.133375506895 309.185450747137 131.685819695879 -259.345452708686 115.807558662519
54944.818521 -24.3330724262529 16.7489107150523 -316.12578 35.64683705 0.241208453608826 16.530484225577 210.978058183255 -250.597219160222 6.92205068352104 194.995841987475 348.987330960169 -411.149579188649 -192.053015032473 -62.161887536147 91.031396608958 -201.511256129952 395.015122972644 122.347571765015 -278.926334810577 317.203875135821
54944.830664 -52.9353741386862 16.7304583563212 -606.52918 35.54918458 0.241550544805382 -42.643991300173 173.624779572841 -272.10284895358 -10.826435123968 136.563209927653 300.875050087695 -349.791961601409 -110.294940156107 -73.439729958086 52.403042580063 -222.426746317603 353.606721435816 47.9080450782408 -155.684392433534 254.071346711304
54944.841822 -62.1342242077401 16.7189494867013 -746.94722 35.61317239 0.241090600797498 18.972429504155 121.220197184746 -165.56988590252 18.799532290239 117.618220326537 308.775879720022 -441.166924027528 -56.6507945664562 -67.717565093132 88.926740181371 -194.137256318957 321.580140406612 72.5375947285434 -175.804861012075 92.3014122532933
54944.900438 -30.1254772705331 16.7142377001018 -644.47806 35.49871365 0.240521216210921 16.844180438487 174.321923867426 -108.11858235371 -7.950693292198 120.994421274132 357.89062873136 -436.047653506395 89.1616700829336 -107.289564950396 68.904079655018 -200.471338987038 352.944969983954 117.937239186175 -249.876510681879 228.933201728803
54945.752936 -36.9234230350691 16.9702839712666 -608.46768 35.46906897 0.242373647391682 57.103083464001 120.161805107515 -195.943229125976 90.403938547022 79.1987425518331 315.261864496506 -426.86203062128 54.3727888447637 -142.830707509923 166.320515640528 -214.13418227855 308.01671777823 67.5210679904713 -228.026169675498 261.697372673026
54945.856995 -1.31568297057703 16.965035497571 -404.38948 35.30964252 0.242098106641607 -17.973887382744 216.748914776092 -203.745235702505 -45.827300320487 193.14887552591 313.104711719426 -335.946202390374 -100.081817600474 -123.06291569372 87.499991881684 -236.972105302113 420.428675164792 44.5556169859767 -176.057680762179 330.958734862856
54945.916317 2.39542745820136 16.8454451031535 -639.0345 35.39462008 0.24133200385894 -14.3731970668568 182.225566236626 -197.253281425667 -2.06292139799299 117.638330541874 329.877265416689 -373.119607467113 -193.223528125867 -0.873855021428994 57.671170588542 -222.65668813138 346.758132893856 89.1138647938999 -203.392349431541 271.166399370135
54959.785376 -51.9717376579839 18.068004626798 -539.85679 35.50968631 0.24178122779199 -25.907907190196 221.61830221581 -137.885718734042 -20.305669716141 86.534062814244 295.518637922044 -212.969230921326 -116.635444652043 -18.563984329779 24.027934098781 -160.135367712205 264.581630023545 87.4798642526902 106.426382687635 -171.087613864339
54959.834881 -87.536772936993 18.5797976335374 -384.20597 35.53864098 0.240168986645836 -37.645657001418 138.000299101792 -286.83571294665 -10.107919879663 149.447309375867 140.460182239293 -130.150606444493 -181.199058668958 -70.144609791775 1.926028339894 -100.053453544077 290.182694672534 -16.815376164558 107.628479013671 -211.825257854084
54987.646645 -256.955961824155 20.3759531106063 -675.22737 35.61526096 0.241713996114163 -50.526971985642 -170.527046112767 -261.913918759206 39.063106247742 18.869407525772 -224.414356612615 84.90333330394 -110.620070606223 -125.709154846191 131.054960488237 -323.570615969045 383.131632926333 158.951451963474 -977.031377037348 761.346366541199
54987.656808 -245.448665257412 18.7903173953726 -329.24733 35.47521617 0.240163206042363 28.298659204898 -193.326957684612 -194.133770105422 142.912682976033 -69.6668883709502 -182.319533448754 36.182106429598 -167.463900829314 -55.17735129953 185.090079675432 -255.944542065076 258.809990997965 152.675550434465 -863.841244361731 605.095177438765
54987.667908 -249.582136830817 18.41210534419 -359.46207 35.48785826 0.239396105594358 -61.2141314288754 -225.217129455267 -361.248695681028 120.767305228074 -70.5285230161808 -264.543098758099 131.045169490711 -279.350126173452 -86.8599959006237 143.206830417547 -265.535047732759 272.836557509743 123.766804953699 -885.039408212988 617.938345249459
54987.678695 -189.400567270214 18.1725818855678 -635.52622 35.41830968 0.240639729200662 -9.38566158360331 -145.388693425112 -239.124514893598 120.390239996501 -63.368193861743 -247.712636559129 242.702971894009 -114.653472987715 -80.4507513447777 109.018251905242 -174.25666192902 213.495849624848 93.1650749223228 -718.507693497031 635.030589673004
54987.689066 -210.12370484094 18.1329033916908 -941.43515 35.58347045 0.240143920311285 17.560253678861 -172.384606079562 -279.828227234229 178.560929799165 -90.1567100170162 -213.883524873396 151.412254739192 -117.786928090691 -109.234014297543 114.301467111365 -94.13454247563 164.85251822909 139.176320013837 -822.890329975544 656.078053373879
54987.699541 -239.729247798575 18.2665603666907 -27.42419 35.43770843 0.240991870791257 92.028725959003 -211.334594365022 -107.613258375969 174.315514542864 -71.4327392808781 -220.191114861234 75.365642654271 -74.580495234653 -7.502627918786 149.318108438152 -182.961758170746 250.073168190478 142.087396782584 -950.757941925821 728.015902029886
54987.813851 -252.103450589621 18.096795662878 -621.89924 35.12001421 0.240837800387943 -0.634393943921026 -206.765547705865 -196.491836139634 95.923305021204 -33.015391701822 -260.585349295272 128.262915323114 -259.451298720214 -45.766823298823 138.236848776689 -223.699287868155 285.600205109174 150.401029918075 -975.541403842972 747.061946113442
54987.915279 -246.0474792674 18.1192966212642 -345.4358 34.73260617 0.240561915215315 4.154723218502 -186.972424363137 -251.177003487943 128.302608308478 -43.604628412401 -295.263977280364 237.807824717986 -221.818204928152 -106.315964173835 190.802856505291 -265.068308715162 312.6467978218 85.559082235576 -917.183101789489 868.463198391929
55032.725635 80.704416093155 17.1081512628237 -1097.32832 36.13209998 0.244509108203746 -14.172731133954 312.012415984195 -293.049655341948 56.946181621996 79.5944731220241 384.921104557727 -195.608838369239 -121.229044075414 -78.7639051785099 75.5539368133633 -203.517898207317 338.682014073427 77.2832160853548 210.814325968597 -213.701051601599
55035.670131 16.4506400957413 17.8195498053678 -348.97153 34.84596361 0.241868730830978 34.01909769008 256.954792567417 -215.776236377108 99.141882750572 35.0951350542 335.385067780084 -169.176776510382 -139.148583462186 -61.023039168247 111.420874202309 -184.669091020642 316.392407260681 -11.4006525414729 356.372075100411 -419.189044583325
55092.508335 -120.858110134015 17.1609254226792 -941.37087 35.76662859 0.242627777971076 -6.02367899756 -20.671070384993 -240.88590102666 17.320649891142 127.9943502461 145.869067917174 -397.770584221872 -139.511838600202 -98.7647655324923 75.541687814234 -189.253399239689 375.28936449728 -67.3773580689055 -271.604832393713 220.743088097499
55092.581188 -166.949690280152 17.301979095342 -737.86477 35.62756812 0.243031219765879 31.878825660621 -81.897139554509 -289.387534198213 133.671271469218 20.972238117346 136.248899452477 -410.06379332868 -75.904715830221 -138.093037198659 154.714796518182 -191.203085452107 297.373390615535 -40.0172658754632 -411.2281819309 419.226648047486
55093.502839 -62.2029627074269 16.7060138926107 -381.04866 36.43811452 0.243251650302069 90.104813089061 136.792719197372 -70.504130157192 115.320038869937 4.65485182745201 328.280686138662 -346.18986143589 -43.830405627171 10.292473999617 99.932673730208 -127.037125158591 221.385586783415 -63.5312385821978 57.7743289167213 170.069392628386
55093.550335 -97.4780944645824 17.3060457307402 -513.08211 36.42010427 0.243173336335791 83.914422647395 104.166566077921 -145.729017183574 84.833172499921 99.974439503454 310.24096059502 -448.205777304926 -123.903450913591 2.09632041889301 144.760278359753 -211.722375722469 306.926237201386 -76.0751425176039 86.2351828827286 -38.2304303895769
55094.499032 -69.217287444874 16.4356697252017 -361.60755 36.14010625 0.241883704755771 73.365755224856 117.357330829677 -114.055727199725 70.653840026226 85.5738513292018 196.777349224272 -207.660328523102 -112.019827558259 27.031310238584 93.448166136446 -178.189488075177 306.677076105989 -37.2838761573101 -155.757623048995 386.321633732153
55094.548056 -85.3917560042237 16.5926080368132 -426.02061 35.71616727 0.241640461144242 17.961468451737 83.9563127637088 -153.942504966389 9.868073130667 123.420561951136 205.44850517101 -314.323362916279 -137.514951389906 -22.026368964543 71.429899460914 -211.636466416847 374.475904799817 -36.244438837196 -231.504036470875 359.266766838422
55130.513989 -112.268725631761 17.0572841409112 -521.27034 35.44000221 0.241041879767112 58.905833429358 21.1812719415765 -134.510652250188 78.096072247997 60.2789320543838 167.641763336665 -311.920824606406 -259.722890709374 55.487456565704 78.17266964743 -162.480809587585 319.224548516126 -127.767337723273 -25.4880728110991 54.5930108620668
56773.875001 -143.187753247814 20.4511677129587 -32.10014 36.25393029 0.243219553145921 -49.669153643745 89.402511660372 -163.286744431406 -39.795254944811 87.378394984235 276.557090904901 -408.109662020641 48.5393667646818 -127.780886710946 76.769640532793 -274.813225760987 341.43721455988 70.9105063938768 -277.46355515888 286.03468745239
56773.878647 -140.029362950432 20.4662165819177 368.612712 36.33878655 0.242147318424405 5.388372158116 19.732325287221 -244.230757790472 69.576743523967 44.726258222989 197.66468809229 -357.826580642223 -226.248808067873 -75.605550020951 159.459420130177 -203.07358071719 206.756363540366 -72.0101396910375 -5.00464978716499 90.1661841234243
56798.739537 -201.163483470439 20.4862032611443 22.727352 36.10667617 0.240225688422522 -83.687924985026 14.191422128677 -443.155021989304 96.949143864052 -24.1686381267 198.239544526901 -317.465751752067 -249.33345593874 -223.359781929016 136.793354983936 -203.026380695025 267.673734868557 89.1012634110557 -395.477918440725 314.550331566818
56798.750325 -154.145104675172 20.3920283494706 -360.58788 35.94380113 0.237967939782619 -48.757690973577 139.058385370485 -53.822809291809 4.502132087083 -57.584374502913 344.878116016479 -338.99404180063 -13.187144051883 28.544194241184 -7.852762593178 -165.644658218612 166.99636257873 240.321236717605 -425.743749978565 460.71765951036
