Time RV eRV 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
54519.662321 -9.80628691246861 2.33662463853953 -8.23247080480416 13.8839641571533 3.40835758218414 -26.7907913676521 8.6936766762217 4.3881897530526 7.35505709788992 -100.292381495476 17.2532582515628 -34.9188489398864 17.1318460967055 -0.590331342451998 3.5431536701879 8.80027001477916 -2.53728351971437
54544.616963 -2.64288329604468 2.4932229784192 14.8038066131283 9.81532753919272 42.865481742936 -1.04526218895965 1.52372607780891 3.1515707305735 7.73635589850257 176.764181869215 38.7979748678615 -21.3681969959858 20.0791846015375 -7.90061001602104 3.00318188752256 6.24939038498474 3.19712594500881
54545.589975 1.68312728077878 3.12188589501543 -11.8544243599896 19.0235502930304 66.2413305198268 -1.77854190723341 -15.1597936494559 21.133218871829 0.0662345064267198 -81.7179062555673 68.7878683882621 2.10162758423469 -29.4252577867957 9.5117442338458 12.8845346336823 14.3427275968758 -10.649521343142
54553.647762 12.1053612763153 2.79081083894037 19.6735933664256 17.4441221801735 94.5120687790417 -10.3081548191543 11.5370992685971 8.78193510132725 9.2885689425359 208.410861727642 15.1526717422848 -1.88390315676446 -1.50643827170746 5.93895729747516 7.229899946335 6.37712898470005 5.7649537504828
54643.460567 0.0791759638712191 2.25976537210389 -8.02392014380392 4.10644108192487 -7.7170359425279 -24.81185831049 2.15106782211961 0.22841512596385 4.18905402787533 -114.362329811467 6.4614902549449 -36.2394024327133 20.7484994055396 -5.65953664267252 1.75159906009286 -5.32226865721473 9.73850720366281
54646.426179 -7.81214394204163 2.19784978267385 -10.7577488511338 -8.37876539902234 -4.4363788387495 -14.7647187140231 -6.4144564199882 -7.43685018107879 1.87969902898576 17.4062109333901 -0.373961629658901 -22.5330031214888 6.28172991486311 -6.28752101095402 -7.26079928323963 -2.2665174688913 5.38051621075895
54697.371433 3.48026993733392 2.13625795666298 -30.0859304124755 -11.99162164493 7.9646492936631 -40.4068445779933 2.09756972520297 -9.63384786048765 -4.29260553871319 -105.893850912286 24.5430895490106 -37.3602773417099 -2.7752263089089 0.92817177134912 -3.7711397436893 -13.7327845049917 3.50409061503408
54725.327357 25.3958762661808 3.11668432494616 60.0898272990388 8.773860119638 6.5806544054371 25.9028785915235 14.5381990446493 19.3855580050405 -6.3425216196225 320.383933032979 -72.958164196239 16.5456527105268 20.0357786265827 14.863350030172 22.3768769973236 -31.8014418595872 21.6983722442861
54726.297355 21.2906502634957 2.56362100233835 3.5187500732182 10.486110273326 59.413038290775 -28.9103247603168 16.7560994879279 1.5467545474889 11.2649550024744 -50.8037835366208 58.4016797391525 -17.7754695445569 -25.6737515111254 34.6617880910182 -0.778317368534399 -9.4207181069836 16.6120187163881
54729.329181 23.4162573212423 2.45470173667284 -8.6623753434948 3.3035494032425 -17.6097935609965 -21.8643190633139 6.9612050373581 -3.9723530493522 13.3123373900064 -174.09420660547 60.4000234612438 -28.3328169228632 -8.56426697241565 16.0825169649342 2.3084643418961 -23.3798384143906 27.894700371257
54739.309476 23.6618972434552 2.21188829442732 -16.0932252352722 -2.2558688199808 -27.8642868277327 -11.1720526813 2.368269591518 2.205194876448 -0.2697926585688 -27.797943335094 -34.4968495063194 -3.6267635022441 -9.5691510789702 13.7800181841418 0.682463079064998 -4.684663176391 0.8103879462567
55016.387776 3.59525233164115 2.22827411825441 -8.67599858993101 3.46380956826684 -6.5887044583236 -0.339410670689299 -8.5630883559577 -13.0467347105542 19.0147495656982 1.6830103861416 -11.430000582312 7.1144341613758 -11.5912986005789 -4.10729248904572 -17.3755874380453 18.5048956068341 8.88452967027573
55031.45396 14.3490419019624 3.31737490051565 18.336322640313 14.1489197299924 87.1392653291744 6.76922068004301 6.09836623344877 4.53277378240751 17.8706296068954 67.5155110996645 7.1932159634416 15.7754438424942 -7.03062021134494 16.0667826400285 4.6977217648542 -2.4824594885459 15.978667969343
55040.422864 17.5551759651736 2.54675013401466 6.44769303155401 10.6728151237491 34.9347755694626 -10.48886196739 8.1623134440994 8.864764250993 -1.9786945597233 138.966757495859 -24.7908957521678 -3.20574375187366 -0.56168913782984 7.58427809588805 -0.916815770343 17.137239301441 -8.524124556062
55057.343201 6.1859959101859 3.31938845972044 -5.80152953965647 -0.81005209065177 -34.2921907615987 -7.76420292406498 8.63798858651043 -2.21321924577652 -0.0852522054466602 -1.6805309607091 -77.5209610922661 22.6424880983196 5.39474244684216 0.958145609698549 1.80534353336734 0.46157858265273 -5.48018575263303
