Time RV eRV 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
54299.415298 -8.5908524833552 2.32521262630439 -1.60727937125166 -8.03871160712352 10.236864023277 -9.94953186369049 -12.2373376615072 3.9222851545396 -12.5642268086514 -30.5492131073653 36.8782277620723 -10.3558936648645 -18.6797625366084 2.52265192950152 1.16422571657284 -0.0749281750867601 -12.7678965823116
54301.403205 -21.5570923441921 2.21285627925023 -22.400781725091 -3.4840084569578 -56.9481300857695 -12.978342933417 -7.8934770006044 -4.0230424805449 1.5990235258219 -23.7567046262616 -16.9908445453019 -18.2692796755464 9.59126147383647 -20.8700315801093 -2.6963896300467 22.4148900590487 -22.1492992480178
54307.431252 -7.72833515964702 2.10163237485841 -17.3045371553386 -5.72923733272463 -76.3784490336924 -24.665561064293 -1.68809551971947 3.88975805611126 -5.42230196482914 -112.146202903845 -38.3146424019209 -20.2633154318412 -0.34319298205837 -4.10265384734477 3.37991595924714 8.96355742801912 -16.2061609992804
54310.413898 -3.754044198023 2.89182979121523 98.8639702531814 21.3469986141272 137.454553164815 76.5703063981269 20.6014058549652 -0.688183651035839 17.0248597634632 -52.120913167607 123.62014237165 45.2927865299931 37.6640381292526 7.94129285955393 -11.9228312438657 31.8732095595665 -7.79164795842635
54502.69858 15.4262892290764 3.1055680483422 15.0725148211568 14.1555684949221 76.1935795838811 2.79744355621801 9.99075409040123 6.06840031058669 4.4207360431498 41.323085881503 85.7335073930426 -10.7005155160209 1.3939109035309 15.8500007725815 1.7078351603807 1.1433918611359 4.0711161724143
54503.693467 21.4167245945508 2.9184635578716 74.943123420389 21.1879877647114 -35.047978914143 54.6745653073031 30.2239135858309 12.2791734624535 6.0755918895384 -304.816157467054 10.6893602909466 56.5236179140391 14.1515397832191 21.2841237631808 10.6207931265719 2.1728349211701 0.0425023636032016
54504.69428 -4.58777923023253 2.19622945396911 -15.3195318908401 -7.38448457791159 -50.2728870962294 3.32572244866728 -13.0943237717273 -2.38754132678725 -10.0105768537389 38.5376899146992 -38.9704379317068 7.99603800942976 -7.84644637393059 -11.8224076706782 1.15141453622116 -2.13752069259105 -10.6470675504971
54505.706033 -5.76995738959375 3.05018346099981 64.3766140009269 -1.0362492091757 89.4336395829271 29.8143095757024 7.96507872641964 -5.75810339968564 7.96729415061303 55.283292608832 68.0100609384555 2.6932094507037 45.0262666056386 -20.2868221914232 -0.0227347321422986 5.31071469375725 -0.29754826133603
54506.704232 -4.20658657555528 2.26487045479715 -13.9011144301527 -4.23173899574 34.6549111969329 -11.4532954949968 -17.2845745103942 -3.06584193374382 -3.61454908900372 59.1564678183152 23.6563249241893 -11.0609827657463 -14.9619651447299 -5.79974903511126 -7.01182125878636 17.1570683681735 -21.2871318367043
54507.70874 -11.393328859979 2.22748477771918 -17.3438099250518 4.97940142990519 -56.5252561685779 12.5248987177225 -18.944398540032 4.1508961521991 0.0797909766324008 -1.36954993411819 -15.2942277284563 5.03308938181587 -3.05175310366398 -13.3473785487648 0.6217059774836 14.4612964875015 -10.5477722660477
