Time RV eRV
2452538.53350     -2.21   0.90
2452538.53732     -0.93   0.88
2452538.54108     -1.37   0.86
2452539.51134      1.18   0.83
2452539.51509      0.49   0.85
2452539.51888     -1.60   0.79
2452540.50860     -0.24   0.91
2452540.51233      0.49   0.86
2452540.51620      0.47   0.91
2452687.87473     -4.98   1.02
2452687.87896     -3.20   1.07
2452687.88292     -2.76   1.04
2452687.88680     -1.75   1.00
2452709.88046      0.56   0.98
2452709.88419      0.57   1.03
2452709.88793      1.40   0.90
2452743.88736      1.56   0.97
2452743.89108      3.49   0.91
2452743.89479      1.08   0.94
2452763.89349      3.19   0.99
2452763.89705      4.22   1.16
2452763.90103      2.63   1.11
2452804.66115     -2.21   0.89
2452804.66483     -0.10   0.91
2452804.66868     -0.36   0.94
2452839.58427      1.09   1.03
2452839.58794      2.52   0.94
2452839.59174      3.23   1.05
2453070.88331     -0.46   0.84
2453070.88719     -1.59   0.85
2453070.89116      0.60   0.92
2453082.88700     -5.52   0.85
2453082.89090     -5.88   0.83
2453082.89481     -4.83   0.86
2453088.88186     -7.86   0.83
2453088.88580     -5.88   0.78
2453088.88971     -8.17   0.91
2453099.86131     -1.68   0.85
2453099.86521     -0.20   0.93
2453099.86908     -0.09   0.92
2453125.87877     -1.74   1.06
2453125.88267     -2.37   1.01
2453125.88656     -3.43   1.19
2453165.78051     -0.60   0.94
2453165.78450     -0.46   1.09
2453165.78819     -0.03   0.93
2453191.64340     -5.89   0.85
2453191.64730     -6.16   0.93
2453191.65119     -5.61   0.82
2453277.53227      0.87   0.81
2453277.53617      2.14   0.85
2453277.54017      2.13   0.91
2453430.86182      0.65   1.01
2453430.86571      0.69   1.01
2453430.86961      0.70   0.99
2453445.89056     -3.57   0.90
2453445.89445     -2.51   0.92
2453445.89834     -1.27   0.88
2453446.82094     -4.55   1.05
2453446.82482     -5.25   0.97
2453446.82868     -4.68   1.00
2453483.86019     -1.11   0.85
2453483.86759     -1.13   0.82
2453483.87500     -0.38   0.80
2453505.85941     -0.05   1.19
2453505.86340     -2.31   1.22
2453505.86719      2.32   0.99
2453520.67681      0.00   3.18
2453520.68081     -5.84   2.03
2453520.68460     -1.86   1.67
2453533.69441     -2.20   1.06
2453533.69815     -1.72   1.10
2453533.70212     -3.71   0.96
2453549.73320     -0.46   0.91
2453549.73716     -1.10   0.97
2453549.74100     -0.88   0.93
2453622.49141      2.36   0.85
2453622.49532      2.45   0.81
2453622.49919      0.10   0.92
2453658.50631     -2.01   1.01
2453658.51028     -2.64   1.07
2453658.51416     -2.97   1.12
2453813.83940     -5.19   0.91
2453813.84357     -3.52   0.86
2453813.84768     -3.98   0.88
2453991.50268     -0.43   1.24
2453991.50673      0.74   1.15
2453991.51060      1.75   1.18
2454012.55419      1.69   0.93
2454012.55814      1.90   0.96
2454012.56204     -0.44   0.93
2454013.50699      0.50   0.83
2454013.51094      1.91   0.90
2454013.51480      1.78   0.82
