Time RV eRV
2451655.72529      1.79   1.13
2451655.72921      0.05   1.22
2451655.73309     -1.26   1.17
2451681.80795      0.89   1.06
2451681.81196     -0.73   0.98
2451681.81573      2.28   1.29
2451688.66317     -1.28   0.91
2451688.66714     -0.42   0.90
2451688.67106      0.14   0.88
2451707.67233     -1.03   0.88
2451707.68185     -0.29   0.80
2451707.68578     -1.54   0.82
2451737.69886     -5.24   1.02
2451737.70276     -5.15   1.14
2451737.70660     -4.52   1.18
2451740.67769     -1.60   0.87
2451740.68155     -1.04   0.80
2451740.68549     -1.61   0.82
2451761.59655      0.50   0.91
2451761.60050     -0.57   0.80
2451761.60443      0.79   0.84
2451801.55320     -0.19   0.98
2451801.55715      0.03   1.02
2451801.56062     -1.07   1.53
2451802.54067      0.36   0.87
2451802.54468     -0.46   0.94
2451802.54843      0.44   0.96
2451818.53020     -1.69   0.82
2451818.53411     -1.66   0.79
2451818.53803     -2.77   0.86
2451946.89728      0.16   1.26
2451946.90122     -0.48   1.16
2451946.90512      0.55   1.20
2451975.90765      0.44   0.92
2451975.91157      0.36   0.86
2451975.91550      1.07   0.86
2452118.53856     -0.14   1.02
2452118.54204     -1.28   0.93
2452118.54553      0.39   0.99
2452119.51820      1.14   1.03
2452119.52162      0.76   0.98
2452119.52519      0.10   0.88
2452120.51797      1.98   0.96
2452120.52142      1.96   0.93
2452120.52498      0.56   1.00
2452121.52311      1.74   0.94
2452121.52662      1.51   1.05
2452121.53012      3.51   0.93
2452122.52367     -1.54   0.93
2452122.52713     -1.45   1.04
2452122.53065     -0.50   0.97
2452123.53540     -0.10   1.01
2452123.53891      1.21   0.86
2452123.54236     -0.41   0.95
2452124.52860      0.34   0.89
2452124.53203     -1.30   0.94
2452124.53562     -1.32   0.92
2452125.52336     -1.02   0.87
2452125.52684      1.08   0.91
2452125.53031     -1.10   0.83
2452126.52804     -0.29   1.02
2452126.53152     -1.85   0.98
2452126.53510     -0.79   0.84
2452127.52300      1.04   0.89
2452127.52655      0.72   0.95
2452127.53007      1.33   0.84
2452128.52911      1.59   1.06
2452128.53260     -1.08   1.03
2452128.53609      2.02   1.00
2452129.53706     -0.16   0.84
2452129.54053      1.14   0.93
2452129.54402      0.42   0.84
2452130.53969      2.15   0.87
2452130.54322      2.97   0.90
2452130.54672      3.27   0.87
2452131.52388      1.27   0.89
2452131.52741      2.22   0.90
2452131.53087      1.07   0.97
2452134.54076      0.21   0.94
2452134.54436      2.47   0.88
2452134.54780      0.46   0.96
2452135.55738     -1.10   0.95
2452135.56103      1.19   1.02
2452135.56445     -0.58   1.02
2452340.83342     -0.22   1.01
2452340.83731      2.53   1.04
2452340.84113      1.41   1.05
2452341.84974      0.43   0.95
2452341.85348     -0.72   1.01
2452341.85759     -1.13   1.06
2452366.87559      1.56   0.96
2452366.87953      2.52   0.89
2452366.88338      1.49   0.83
2452424.76525     -3.07   0.85
2452424.76905     -0.09   0.92
2452424.77282      0.18   0.96
2452438.64147     -4.40   0.94
2452438.64530     -1.16   1.03
2452438.64903     -1.78   0.93
2452466.69582     -1.59   1.03
2452466.69976      0.60   1.00
2452466.70356      0.42   1.11
2452478.68958     -1.01   0.96
2452478.69341     -0.63   0.89
2452478.69718      1.38   0.99
2452492.56711      4.33   0.94
2452492.57088      5.26   0.91
2452492.57471      5.50   0.98
2452496.47103      7.08   0.83
2452496.47482      6.78   0.86
2452496.47870      6.67   0.87
2452497.46462      5.95   1.01
2452497.46839      3.76   0.95
2452497.47214      5.62   1.01
2452498.47004      5.62   1.07
2452498.47403      6.27   0.94
2452498.47776      5.73   0.92
2452499.49384      5.58   0.80
2452499.49762      6.04   0.83
2452499.50143      7.69   0.84
2452501.48483      2.92   0.89
2452501.48863      0.47   0.87
2452501.49248      2.32   0.83
2452502.48636      2.72   1.06
2452502.49452      4.85   1.07
2452502.49826      2.36   1.00
2452535.55290     -0.21   0.86
2452535.55674     -0.36   0.83
2452535.56053      0.22   0.80
2452536.49987     -1.67   0.99
2452536.50366     -0.27   1.03
2452536.50743      0.61   1.03
