Time RV eRV BIS FWHM S.index Halpha NaD1 NaD2 X3AP2.1 X3AP3.2 X6AP2.1 X6AP3.2 X6AP4.3 X6AP5.4 X6AP6.5 X9AP2.1 X9AP3.2 X9AP4.3 X9AP5.4 X9AP6.5 X9AP7.6 X9AP8.7 X9AP9.8 c3AP2.1
57534.908579 -2.5709500651766 2.38841258745346 12.295824 2.990789548 0.827786263137546 0.0705861329852502 1.06334468356839 0.860557744168503 124.819435675549 -1.69468398992435 282.896455535791 -86.0247034103862 5.62540658641042 1.08430409263449 -6.42218468178452 231.984533008208 89.1134685326698 -116.3511037117 31.1954270445171 -9.51145264484762 2.07303025180346 15.9016622355278 -25.6057156671321 0
57534.930942 -4.04967375054682 2.81636750332129 0.148501 2.996831974 0.687876286623222 0.051576591833574 0.862635602629325 0.730501690932108 134.402043498747 -1.41102900225336 -169.688102092096 263.3149762195 -7.85458737516421 1.72191831833149 -1.87180723449037 -17.6461144960154 -161.902849891396 261.637134718521 13.0428622794871 5.03234251333272 -1.48645639874505 3.83487744897324 -12.060325846784 0
57536.914009 -12.96033852643 3.56102468643129 2.124138 2.976582282 0.975396773961404 -0.153632018927104 0.761606964351182 0.710925567169644 -16.042634630588 -14.393943524733 400.770707193147 -352.408190309915 16.691603916208 -23.023400241887 7.2311358228892 373.259631668655 -125.133388493451 -209.599709743665 28.3165862189504 8.77740100855155 -20.6240902732275 -19.5279723839114 23.2839137640822 0
57567.853922 3.59777967479044 2.49457773140011 8.932567 2.979708281 0.54736309911588 0.0678241405989202 1.11528315040516 0.941905495386184 -179.683653432306 4.71968252873475 -187.767570755486 -43.5449647508404 6.09382417820054 5.37328026820645 -3.19294142287186 117.640728643613 -287.210310999298 -41.1791327233912 26.1214328563423 -8.91360961266792 8.24313360491415 -0.52381386236111 -3.3394589214768 0
57567.876077 -5.24736828611888 2.25880336507992 6.24194 2.984020543 0.822650796722469 0.0466412447662194 1.16106045480372 0.901312459550718 227.114866459549 1.09721028924741 364.299603712483 -28.1959028892583 -9.24148930515267 1.18851814835072 3.01982145773298 348.540705962692 86.2639185364627 -53.965390341063 -1.27667254449346 -7.96961642679916 1.0568278651602 16.1201795128973 -14.2009113557479 0
57569.860335 -0.891986316948485 5.36691739423973 44.124013 2.995682543 0.245199776918933 0.0683038671932801 1.11312782952238 0.897054930572141 44.2958219856138 -13.9426033151268 338.953803773686 -274.552788981322 25.8564716467918 -12.8962953507205 -9.44008008096613 -208.733625724208 354.879067000881 -214.765587671485 126.446903029957 -19.5932053809314 -29.3020778433688 50.8639467209427 -45.273797044876 0
57569.871216 5.38047648687907 6.70703555931053 9.493535 2.952312184 -1.20950499045966 -0.0320067061001303 0.901421952453766 0.595458571725812 -15.7367327830392 -47.9977260491031 243.549804400688 -231.163629924438 -1.5375165008777 -61.1414892416893 19.9654832526219 -163.064504261958 625.313338175799 -392.402614941013 -101.047426788359 38.8999026022805 -65.6556214101463 -13.8613466890264 36.1254199556914 0
57570.869352 5.11357256860462 3.18032724712587 3.768363 2.984900946 0.911117466223592 0.085437088421376 1.17465367373649 0.90080268097278 12.5384170466595 -11.7069268112409 -167.855120668199 125.922914335942 31.8677495469248 -19.9636518549495 3.08784911549444 0.817961996385002 -249.97611545868 203.993629393969 32.4905398839717 -1.6408771888297 -12.1464137491373 -8.43182442031008 7.58850919186325 0
57575.862796 19.0161739777152 4.13704688342644 -19.07441 2.986443924 1.47426131472675 -0.0282686262284222 1.12855480940679 0.971160231742021 -160.514064927622 11.6554971106416 -21.876673147783 -148.547458167113 8.50212237447421 14.570975870157 -6.8023672422028 -160.586175445205 3.6404130486974 -82.8951459558132 56.6118989193802 -9.98001163698675 13.2392171447518 15.5779694834876 -24.006234049893 0
57575.884743 5.7253796797119 3.9260826052129 -22.10559 2.9926872 0.998074440171592 -0.0564786739225984 1.22536106286887 0.904871885724841 -23.2448095301995 -8.20212757284017 -396.926130353469 317.603986561285 -2.28809458619465 -8.32027023295182 0.85342921260191 -68.9549559583627 -415.170231939024 414.383884307337 -8.40225478756824 -0.97386220373979 -8.92211440554067 5.48082319978133 -3.6530571268949 0
57576.866371 20.0181130410192 3.32419650951863 -0.14994 2.996295262 0.796622798466246 0.0344103068572414 1.14979116662106 0.934580276791732 -58.8582358687258 -28.0269714011385 -290.552540206295 170.198395532579 18.1287506953416 -23.7016270311071 -11.6390177720024 -377.865763230271 202.964863462412 76.9824403287094 -37.9088461764686 11.5729916330522 -23.8269867752311 -9.20997090971617 2.64227302322194 0
57576.888318 18.4259322387068 3.32157564163532 27.00317 2.994345032 1.36789963692369 -0.00874635437235094 1.21121079291844 0.920999004525665 -156.616176542416 -4.9774952596352 -30.521188906617 -123.029143298585 -10.1149794449761 5.7131858859918 -12.509617998202 72.004584956343 -177.783794766523 -6.0960280542885 -41.7194120980679 -15.5619284951251 15.4397118816302 -9.8280746007572 -4.16919736713313 0
57577.89621 -6.50806579087819 4.66071588290481 -0.20263 3.01119614 0.832346231168167 0.0391375354354697 0.86850811993137 0.762135171781985 131.510522795157 25.6813382072931 105.036048902333 47.9832503066897 -7.57568120991559 24.7054550937003 3.99401632509835 30.262612503847 -186.731073745458 255.853229677353 6.4975398811557 26.64958639318 9.88956908132939 11.1953405837123 -8.2688822274398 0
57577.918573 2.91816910280337 3.99609289297436 12.616882 2.983350686 1.28838980672267 0.0435994106594739 1.03511515187404 0.84664904586798 20.2799023074802 -1.54182242728021 240.227683403866 -157.46148148571 -29.742447912646 5.06570334333052 0.11782664240061 67.727167815751 205.823514976431 -192.071358264463 -9.2601934771749 -25.2170367271644 7.9829991404157 2.68954704079373 1.46820652119074 0
