Time RV eRV 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8 c3AP2-1
57772.81795 -16283.0082243821 15.451489748287 1730.0104623441 35276.4501270604 -2073.6531446689 14.1066831655044 5106.3247678614 31940.728774111 1841.44651598109 -3612.1502563479 248.773556501401 -366.158419120504 562.8962508193 7998.7238543163 20698.6254328739 11016.9473352066 -726.60425075938 0
57772.8228 -15550.3487080775 15.2604524518586 1351.9411619648 35875.2605746463 -2356.6793555084 43.4795097177994 4542.3228679262 33248.2823053129 1159.70538296513 -3923.7529290003 168.415341113097 -364.3111280265 473.517776594097 7420.7988937792 21747.6496639962 10898.6920339654 -1062.16271297298 0
57772.827881 -15728.9815339334 15.3069662799438 1776.9461799821 35576.0201822039 -2297.7010233927 238.507208266601 4975.3957712925 32382.6427274495 1696.8320903255 -3632.88401133109 77.8740096857 -193.302686393501 688.714820081295 7808.8410602316 21438.3314949732 10505.2302717917 -767.61755825371 0
57772.832812 -15450.2782527499 15.3688140302817 2239.7329030501 35245.1886005072 -2134.11205368221 153.214909385402 5724.2666824633 32006.908277433 1315.68484672831 -3619.9124541657 147.848972502594 -289.600785388895 793.359855072595 8615.3965964034 20117.2503544788 11109.1764133733 -1080.21893671438 0
57772.837847 -15703.0578109354 15.2382177893534 1419.9121993991 35824.6589801455 -2590.5655988612 212.418514220102 4583.8611632118 33161.3225126639 1211.87740984563 -3982.5278642418 66.2821391508987 -200.387096072998 519.099514594396 7354.9413546888 21958.501962639 10654.3572230663 -922.94630198067 0
57772.842836 -16049.5461751444 15.5199927755788 1655.74178774439 35666.8582337897 -2006.83949370901 104.392949808003 4682.9430374552 32554.6985898822 1860.87587299287 -3490.800306668 284.157390069406 -345.0522842438 545.055453238099 7484.9835644332 21503.9561217161 10907.9574243445 -588.69393871376 0
57772.847686 -16145.4434522416 15.7862471438652 1589.1664116428 35765.7182989798 -2238.7879696691 271.669865515403 4400.1861470202 33032.0396291576 1543.08126583832 -3433.6045474327 -2.44284563290421 -116.393109257893 401.747792731294 7207.9113560595 21437.2936678717 11446.8595579388 -1126.76065651877 0
57772.852987 -15950.8648473483 16.3979664197675 1885.8064885504 35694.5046670482 -2412.8191867022 220.842428133801 5180.5301564445 32987.9295531959 876.47706759918 -3795.8982581033 112.502694017297 -160.205377356702 682.770689069206 7631.7408444073 20513.3400689259 11914.2622636666 -1634.28572067868 0
57772.857745 -16272.1229070845 16.4654406993424 1777.0485488472 35672.5870389277 -2342.8580911797 262.344158070002 4889.0256110248 32739.629883268 1461.85173940666 -3680.69699823049 171.331125947596 -266.948518897698 769.855359819499 7400.0873671358 20516.1966816955 12023.0313381148 -1400.45404496838 0
57772.862768 -16228.7554484423 16.4665755987851 1616.2345180147 35703.264024875 -2604.0402075878 347.342069714599 4620.5095585602 32830.6813862625 1602.55819936955 -4118.4003860033 123.260602709699 -63.7958201935035 438.5602400239 7357.5363324328 20685.6314967331 12087.627988458 -1455.69880616552 0
57772.867757 -17164.38477355 17.1435798957105 1601.4951774562 35439.1971744175 -2481.1576163416 220.079657524293 4684.0028928637 32495.4162729613 1709.57742913675 -3943.4050921267 134.918388638602 -327.590423322799 964.847754704097 6828.93339266461 21025.6644957404 11740.2076979946 -1144.75947366074 0
57772.872792 -16286.4384817771 16.8957110282757 1619.0964520717 35788.1675898674 -2564.74554833789 289.6963520926 4625.1073176574 33032.8104124513 1440.14123506789 -4035.72460281759 209.541229536197 -119.706618393298 457.511648134699 7078.171380156 20941.2400076377 12099.8839435569 -1485.43093256557 0
57772.877642 -16303.735272666 17.0147107494175 1744.0097528181 35760.7815200465 -2398.4798454968 233.381845252297 4802.4358664956 32882.878353542 1520.01815875609 -3605.5932882061 37.0001245336971 -189.874341565097 579.389074009698 7246.879912221 20774.1600995796 12091.0781723 -1519.40328746711 0
57773.815134 34.047685252008 13.8070791273057 -539.210745870758 -1091.02800450324 -266.69088613066 -41.71564464533 -640.855239995254 -822.787311536699 -10.406678127213 -774.75571488037 55.8417893542999 -299.90888585969 300.63540070942 -619.13825636187 -793.60030430203 87.839991916088 -514.199966464346 0
57773.820076 102.912695817962 13.4556051606292 -731.22702978083 -1071.59110343224 -103.96187470667 -81.999913204 -1028.13371278979 -713.45226687298 147.614962716286 -722.54945026303 168.1824835176 -484.370323433586 398.003357602726 -990.670783909709 -574.213855233993 28.567427295915 -333.350285723653 0
57773.825054 161.704892502643 13.6056857995415 -694.55243667389 -1246.64866494576 -205.54498340995 39.6925520792199 -1093.4893885236 -816.907420854052 47.222247727936 -913.74657923578 177.55817256851 -283.69661545423 221.49836159266 -958.635408977385 -669.024829595059 -16.860294165466 -374.158115310992 0
57773.830135 194.627256510373 13.7740340976977 -644.20727698121 -1411.96608225507 -114.18452666602 7.23761607272991 -1018.81337110268 -1009.62401347942 36.747747458195 -930.97389675588 220.4594843649 -435.71238196393 517.47254487243 -1042.33582343135 -864.387474907839 -11.990756423488 -419.264269880477 0
57773.835124 247.777327899189 13.0871827641311 -920.69467732208 -1485.53875425203 -206.81011593363 -184.46821799377 -1089.22151059889 -1055.29899722893 39.179794806632 -753.55940654606 215.34678501165 -653.24943764787 404.87953341683 -1094.84428632932 -882.782139789153 4.25056185319299 -447.637814443232 0
